rule_chain,node_name,node_type,status,output_field,source_fields,source_params,tinyexpr,tinyexpr_suggested,multi_output_sibling_fields,reason,original_code
Filtro Temperatura,Switch type,TbJsSwitchNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","var temp = msg.Temp;
if (temp <= 25 && temp >= 0) {
    var tipo = 'normal';
}
if (temp > 25) {
    var tipo = 'alta';
}
if (temp < 0) {
    var tipo = 'baja';
}
switch (tipo) {
    case 'normal':
        return ['normal'];
    case 'alta':
        return ['alta'];
    case 'baja':
        return ['baja'];
    default:
        return ['otro'];
}
/*
var frecuencia = msg.Freq;
if (frecuencia <= 3500 && frecuencia >= 1500) {
    var tipo = 'normal';
}
if (frecuencia > 3500) {
    var tipo = 'alta';
}
if (frecuencia < 1500) {
    var tipo = 'baja';
}
switch (tipo) {
    case 'normal':
        return ['normal'];
    case 'alta':
        return ['alta'];
    case 'baja':
        return ['baja'];
    default:
        return ['otro'];
}
*/"
Generate Report,If send email,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría",return msg.sendEmail === true;
Generate Report,If send email,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría",return msg.sendEmail === true;
Generate Report,Prepare email metadata,TbTransformMsgNode,needs_manual_review,,,,,,,no se encontró ninguna asignación msg.<campo> = <expresión> reconocible,"metadata['emailFrom'] = msg.emailConfig.from;
metadata['emailTo'] = msg.emailConfig.to;
metadata['emailCc'] = msg.emailConfig.cc || """";
metadata['emailBcc'] = msg.emailConfig.bcc || """";
metadata['emailSubject'] = msg.emailConfig.subject;
metadata['emailBody'] = msg.emailConfig.body;
metadata['emailTimezone'] = msg.reportConfig.timezone;

return {msg: msg, metadata: metadata, msgType: msgType};"
Generate Report,Prepare email metadata,TbTransformMsgNode,needs_manual_review,,,,,,,no se encontró ninguna asignación msg.<campo> = <expresión> reconocible,"metadata['emailFrom'] = msg.emailConfig.from;
metadata['emailTo'] = msg.emailConfig.to;
metadata['emailCc'] = msg.emailConfig.cc || """";
metadata['emailBcc'] = msg.emailConfig.bcc || """";
metadata['emailSubject'] = msg.emailConfig.subject;
metadata['emailBody'] = msg.emailConfig.body;
metadata['emailTimezone'] = msg.reportConfig.timezone;

return {msg: msg, metadata: metadata, msgType: msgType};"
GoldFields Alarmas,Script,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría",return msg.temperature > 20;
GoldFields Alarmas,Script,TbTransformMsgNode,needs_manual_review,,,,,,,no se encontró ninguna asignación msg.<campo> = <expresión> reconocible,"return {msg: msg, metadata: metadata, msgType: msgType};"
GoldFields Alarmas,Script,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","msg.empresa=metadata.deviceName.substr(0,2);

if(msg.empresa=='GF'){
    return true
}
else{
    return false
}"
HydrometricRC,CMC Tantahuay,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if (metadata.deviceName == ""Estacion E-1B"" || metadata.deviceName == ""Estacion E-2"" || metadata.deviceName == ""Estacion E-4"" || metadata.deviceName == ""Estacion E-5"" || metadata.deviceName == ""EstacionE1-B"") {
    return true;
} else {
    return false;
}"
HydrometricRC,Estacion E1,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if (metadata.deviceName == ""TAMBO.Estación E-1"") {
    return true;
} else {
    return false;
}"
HydrometricRC,Filtra,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var newmsg = {};
newmsg.wx_evap_max_positivo = 0;
newmsg.wx_evap_prom_positivo = 0;
if (msg.wx_evap_max < 0) {
    newmsg.wx_evap_max_filtrado = metadata.wx_evap_max_positivo;
}
return { msg: newmsg, metadata: metadata, msgType: msgType };"
HydrometricRC,Filtra,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var newmsg = {};
if (msg.wx_evap_prom > 0) {
    newmsg.wx_evap_prom_positivo = msg.wx_evap_prom;
}
if (msg.wx_evap_max > 0) {
    newmsg.wx_evap_max_positivo = msg.wx_evap_max;
}
return { msg: newmsg, metadata: metadata, msgType: msgType };"
HydrometricRC,Script,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","msg.shared_K = parseFloat(metadata.shared_K);
if ('Velocidad' in msg && ""Water Level SE200"" in msg) {
    msg.Caudal = msg['Velocidad'] * msg['Water Level SE200'] * parseFloat(metadata.shared_K) * 1000 * 4;
}
return { msg: msg, metadata: metadata, msgType: msgType };"
Inactividad,Inactividad,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if (msg.active == false) {
   return false;
} else {
    return true;
}"
InclinacionRC,Script,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","var data = metadata.deviceName;
data = String(data);
if (data.slice(0, 6) == ""RA.TR0"") {
    return true;
} else {
    return false;
}"
InclinacionRC,Script 1,TbTransformMsgNode,needs_manual_review,desplazamiento_x,,,,,desplazamiento_y,quedó un token no traducido tras limpiar funciones/campos/parámetros conocidos: residual=' * ( * Math.PI / 180)' (expresión original: 'parseFloat(metadata.shared_diferencial) * Math.tan(parseFloat(msg.XAxis) * Math.PI / 180)'),"msg.desplazamiento_x = parseFloat(metadata.shared_diferencial) * Math.tan(parseFloat(msg.XAxis) * Math.PI / 180);
msg.desplazamiento_y = parseFloat(metadata.shared_diferencial) * Math.tan(parseFloat(msg.YAxis) * Math.PI / 180);
return { msg: msg, metadata: metadata, msgType: msgType };"
InclinacionRC,Script 1,TbTransformMsgNode,needs_manual_review,desplazamiento_y,,,,,desplazamiento_x,quedó un token no traducido tras limpiar funciones/campos/parámetros conocidos: residual=' * ( * Math.PI / 180)' (expresión original: 'parseFloat(metadata.shared_diferencial) * Math.tan(parseFloat(msg.YAxis) * Math.PI / 180)'),"msg.desplazamiento_x = parseFloat(metadata.shared_diferencial) * Math.tan(parseFloat(msg.XAxis) * Math.PI / 180);
msg.desplazamiento_y = parseFloat(metadata.shared_diferencial) * Math.tan(parseFloat(msg.YAxis) * Math.PI / 180);
return { msg: msg, metadata: metadata, msgType: msgType };"
InclinacionRC,Script 2,TbTransformMsgNode,translated,desplazamiento_x,,shared_diferencial,shared_diferencial * tan(A),,desplazamiento_y,,"msg.desplazamiento_x = parseFloat(metadata.shared_diferencial) * Math.tan(parseFloat(msg.A));
msg.desplazamiento_y = parseFloat(metadata.shared_diferencial) * Math.tan(parseFloat(msg.B));
return { msg: msg, metadata: metadata, msgType: msgType };"
InclinacionRC,Script 2,TbTransformMsgNode,translated,desplazamiento_y,,shared_diferencial,shared_diferencial * tan(B),,desplazamiento_x,,"msg.desplazamiento_x = parseFloat(metadata.shared_diferencial) * Math.tan(parseFloat(msg.A));
msg.desplazamiento_y = parseFloat(metadata.shared_diferencial) * Math.tan(parseFloat(msg.B));
return { msg: msg, metadata: metadata, msgType: msgType };"
LevelRC,Umbrales,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var texto = 'Vacio';
if (!((typeof msg.level == 'undefined') || (msg.level == isNaN) || (msg.level == 'NaN') || (msg.level == 'NAN'))) {
    if (parseFloat(msg.level) > parseFloat(metadata.ss_nivel_alto)) {
        texto = 'Alerta, el nivel del reservorio superó los ' + String(metadata.ss_nivel_alto) + ' m, para mayor detalle visite su plataforma de monitoreo Beemetry.';
    }
    if (parseFloat(msg.level) < parseFloat(metadata.ss_nivel_bajo)) {
        texto = 'Alerta, el nivel del reservorio se redujo por debajo de los ' + String(metadata.ss_nivel_bajo) + ' m, para mayor detalle visite su plataforma de monitoreo Beemetry.';
    }
}
// var fecha=new Date()
// var fecha_actual_ts=fecha.getTime()
// var diferencia=parseFloat(fecha_actual_ts)-parseFloat(msg.ts)
// diferencia=diferencia/(1000*60*60)
// msg.diferencia=diferencia
msg.altoUmbral = parseFloat(metadata.ss_nivel_alto);
msg.bajoUmbral = parseFloat(metadata.ss_nivel_bajo);
msg.ts = metadata.ts;
metadata.texto = texto;
msg.texto = texto;
msg.deviceName = metadata.deviceName;
return { msg: msg, metadata: metadata, msgType: msgType };"
LevelRC,Validacion,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","if (msg.texto != ""Vacio"") {
    var lastTs = metadata.ss_last_alarm_ts 
    var ahora  = parseFloat(new Date().getTime());
    msg.lastTs=parseFloat(lastTs)
    msg.ahora=ahora
    var diffMs = ahora - lastTs;

    msg.diff_horas = parseFloat((diffMs / 3600000).toFixed(2));
    msg.pasar      = diffMs >= 86400000;
}

return { msg: msg, metadata: metadata, msgType: msgType };"
LevelRC,filtro,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if(msg.texto!=""Vacio""){
    var lastTs = metadata.ss_last_alarm_ts ? parseFloat(metadata.ss_last_alarm_ts) : 0;
    var ahora  = new Date().getTime();
    return (ahora - lastTs) >= 86400000; // 24h en ms
}
else{
    return false
}"
LevelRC,setea,TbTransformMsgNode,needs_manual_review,last_alarm_ts,,,,,,la expresión asignada a msg.last_alarm_ts contiene 'new Date' -- no es aritmética pura traducible a tinyexpr,"msg.last_alarm_ts  = new Date().getTime();
  return { msg: msg, metadata: metadata, msgType: 'POST_ATTRIBUTES_REQUEST' };"
MQTT,77,TbTransformMsgNode,needs_manual_review,method,,,,,params,"la expresión de msg.method (tras sustituir variables locales) contiene ''': ""'spinRight'""","msg.method = 'spinRight';
msg.params = '5';
metadata.requestUUID='333333'
return {msg: msg, metadata: metadata, msgType: msgType};"
MQTT,77,TbTransformMsgNode,needs_manual_review,params,,,,,method,"la expresión de msg.params (tras sustituir variables locales) contiene ''': ""'5'""","msg.method = 'spinRight';
msg.params = '5';
metadata.requestUUID='333333'
return {msg: msg, metadata: metadata, msgType: msgType};"
MQTT,user,TbTransformMsgNode,translated,userSwitch,,ss_userSwitch,ss_userSwitch,,,,"msg.userSwitch=metadata.ss_userSwitch
return {msg: msg, metadata: metadata, msgType: msgType};"
Marcobre Alarmas Acelerografos,Agrupar máximos,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var maxch0Mg = parseFloat(msg.maxch0Mg);
var maxch1Mg = parseFloat(msg.maxch1Mg);
var maxch2Mg = parseFloat(msg.maxch2Mg);
if (!isNaN(maxch0Mg) && !isNaN(maxch1Mg) && !isNaN(maxch2Mg)) {
    msg.maxchs_array = [maxch0Mg, maxch1Mg, maxch2Mg];
}
return { msg: msg, metadata: metadata, msgType: msgType };"
Marcobre Alarmas Acelerografos,Generar umbral,TbTransformMsgNode,needs_manual_review,umbral_texto,,,,,,la expresión asignada a msg.umbral_texto contiene ''' -- no es aritmética pura traducible a tinyexpr,"msg.umbral_texto = 'Sin alarma';
return { msg: msg, metadata: metadata, msgType: msgType };"
Marcobre Alarmas Acelerografos,Revisión,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if (metadata.umbral_texto != 'Sin alarma') {
    return true;
} else {
    return false;
}"
Marcobre Alarmas Acelerografos,Setear alarma,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","function processArray(array) {
    var maxValue = null;
    array = String(array);
    var myArray = array.split("","").map(function(elemento) {return parseFloat(elemento);});
    maxValue = Math.max(myArray[0], myArray[1]);
    maxValue = Math.max(maxValue, myArray[2]);
    return maxValue;
}
if (metadata.ss_type == 'accelerograph') {
    var fecha = new Date(parseFloat(metadata.ts));
    var criteria = 100.0;
    var maxValue = processArray(msg.maxchs_array);
    msg.maxValue = maxValue;
    if (maxValue > criteria) {
        metadata.umbral_texto = 'Alto';
    }
    metadata.valor1 = metadata.deviceName;
    metadata.valor2 = fecha.toLocaleDateString();
    metadata.valor4 = metadata.umbral_texto;
    metadata.valor5 = ""acelerógrafo"";
    metadata.valor6 = metadata.shared_location;
    metadata.valor7 = maxValue;
}
return { msg: msg, metadata: metadata, msgType: msgType };"
Marcobre Alarmas Acelerografos,date,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","// Fundamental para evitar bombardeo de correos (pruebas alternas a RC):
var fecha = new Date().getTime();
var horas = (fecha - parseFloat(metadata.ts)) / 3600000;
if (horas > 0 && horas < 2) {
    return true;
} else {
    return false;
}"
Marcobre Alarmas Inclinometros InPlace,Revisión,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","var criteria = metadata.ss_nivel_critico;
var alerta = criteria < msg.maxValue ? 'Alto' : 'Sin alarma';
if (alerta !== 'Sin alarma' && alerta != metadata.umbral_texto) {
    return true;
} else {
    return false;
}"
Marcobre Alarmas Inclinometros InPlace,Setear alarma,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","function processArray(array) {
    array = String(array).split("","");
    var maxValue = Number(Math.max.apply(Math, array));
    return maxValue;
}
var newMsg = {};
var fecha = new Date(parseFloat(metadata.ts));
var criteria = metadata.ss_nivel_critico;
if (metadata.ss_type == 'inplace') {
    let maxValue1 = processArray(msg.aAxisIncDispArray);
    let maxValue2 = processArray(msg.bAxisIncDispArray);
    let maxValue = Math.max(maxValue1, maxValue2);
    let alerta = maxValue > criteria ? 'Alto' : 'Sin alarma';
    metadata.valor1 = metadata.deviceName;
    metadata.valor2 = fecha.toLocaleDateString();
    metadata.valor3 = ""none"";
    metadata.valor4 = metadata.umbral_texto;
    metadata.valor5 = ""inclinómetro In-Place"";
    metadata.valor6 = metadata.shared_location;
    metadata.valor7 = maxValue.toFixed(3);
    newMsg.maxIncDispValues = [maxValue1, maxValue2];
    newMsg.maxValue = maxValue;
    newMsg.umbral_texto = alerta;
}
return { msg: newMsg, metadata: metadata, msgType: msgType };"
Marcobre Alarmas Inclinometros InPlace,Umbral Texto,TbTransformMsgNode,needs_manual_review,,,,,,,no se encontró ninguna asignación msg.<campo> = <expresión> reconocible,"var newMsg = {};
newMsg.umbral_texto = 'Sin alarma';
return { msg: newMsg, metadata: metadata, msgType: msgType };"
Marcobre Alarmas Inclinometros InPlace,date,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","// Fundamental para evitar bombardeo de correos (pruebas alternas a RC):
var fecha = new Date().getTime();
var horas = (fecha - parseFloat(metadata.ts)) / 3600000;
if (horas > 0 && horas < 1) {
    return true;
} else {
    return false;
}"
NaN,NAN,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if(msg.Freq==="""" || msg.Freq===""undefined"" || msg.Freq===""NaN"" || msg.Freq===""NAN""){
    return true
}
else{
    return false
}"
PH,BR.Estacion_Hydrometrica_Metales_3,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if(metadata.deviceName==""BR.Estacion_Hydrometrica_Metales_3""){
        return true
    }
    else{
        return false
    }"
PH,Save,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var max=metadata.ss_max;
var min=metadata.ss_min;
metadata.valor_ph=parseFloat(msg.wx_Ph).toFixed(3)
if(msg.wx_Ph> max){

    metadata.umbral_texto='Maximo'
    metadata.valor_umbral=max
  

    
}
if(msg.wx_Ph< min){
    
   metadata.umbral_texto='Minimo'
   metadata.valor_umbral=min

    
}



return {msg: msg, metadata: metadata, msgType: msgType};"
PH,Script,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","var max=metadata.ss_max;
var min=metadata.ss_min;

if(msg.wx_Ph> max){

    
    return true
    
}
if(msg.wx_Ph< min){
    
    
    
    return true
    
    
}

return false"
PH,date,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","var fecha=new Date().getTime()


var horas=(fecha-parseFloat(metadata.ts))/3600000


if(horas<1){
    
    return true
}
else{
    
    return false
}"
PH Tantahuay Alarmas,555,TbTransformMsgNode,needs_manual_review,dia,,,,,"fecha,horas",la expresión de msg.dia (tras sustituir variables locales) contiene 'new Date': 'new Date()',"msg.dia=new Date()
msg.fecha=new Date().getTime()


msg.horas=(msg.fecha-parseFloat(metadata.ts))/3600000




return {msg: msg, metadata: metadata, msgType: msgType};"
PH Tantahuay Alarmas,555,TbTransformMsgNode,needs_manual_review,fecha,,,,,"dia,horas",la expresión de msg.fecha (tras sustituir variables locales) contiene 'new Date': 'new Date().getTime()',"msg.dia=new Date()
msg.fecha=new Date().getTime()


msg.horas=(msg.fecha-parseFloat(metadata.ts))/3600000




return {msg: msg, metadata: metadata, msgType: msgType};"
PH Tantahuay Alarmas,555,TbTransformMsgNode,needs_manual_review,horas,,,,,"dia,fecha",la expresión de msg.horas (tras sustituir variables locales) contiene 'new Date': '((new Date().getTime())-parseFloat(metadata.ts))/3600000',"msg.dia=new Date()
msg.fecha=new Date().getTime()


msg.horas=(msg.fecha-parseFloat(metadata.ts))/3600000




return {msg: msg, metadata: metadata, msgType: msgType};"
PH Tantahuay Alarmas,Filtro,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","var umbral_max_ph=parseFloat(metadata.shared_max_ph)
var umbral_min_ph=parseFloat(metadata.shared_min_ph)

if(parseFloat(msg.pH)>umbral_max_ph || parseFloat(msg.pH)<umbral_min_ph){
    return true
}
else{
    return false
}"
PH Tantahuay Alarmas,Save,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var max=parseFloat(metadata.shared_max_ph);
var min=parseFloat(metadata.shared_min_ph);
metadata.valor_ph=parseFloat(msg.pH).toFixed(3)

var fecha=new Date(parseFloat(metadata.ts))

if(fecha.getHours<5){fecha.getHours=fecha.getHours+12}

var dateFormat = fecha.getHours()-5 + "":"" + fecha.getMinutes();
metadata.valor1=metadata.deviceName
metadata.valor2=fecha.toLocaleDateString()
metadata.valor3=dateFormat 
metadata.valor4=msg.pH.toFixed(2)

if(parseFloat(msg.pH)> max){

    metadata.umbral_texto='Maximo'
    metadata.valor_umbral=max
 
    
}
if(parseFloat(msg.pH)< min){
    
   metadata.umbral_texto='Minimo'
   metadata.valor_umbral=min

    
}



return {msg: msg, metadata: metadata, msgType: msgType};"
PH Tantahuay Alarmas,date,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","var fecha=new Date().getTime()


var horas=(fecha-parseFloat(metadata.ts))/3600000


if(horas<1){
    
    return true
}
else{
    
    return false
}"
PiezometerRC-V1,Convert Temperature if exist,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var devicename = metadata.deviceName;
var temp = parseFloat(msg.Temp);
//if (msg.hasOwnProperty('Temp')) {
    if (metadata.shared_unidad_temp == 'ohm') {
        var C0 = 1.40503E-03;
        var C1 = 2.36939E-04;
        var C3 = 1.01266E-07;
     
        
        if (temp > 0) {
            var tempLog = Math.log(temp);
            msg.Temp = 1 / (C3*Math.pow(tempLog, 3) + C1*tempLog + C0) - 273.15;
        } else {
            msg.Temp = ""NaN""; 
        }
       
    }
    else {
        if (devicename.split(""."")[0] == 'BR' || devicename.split(""."")[0] == 'ST') {
            if (temp <= 5.0 || temp >= 40.0) {
                metadata.with_temp = 'noTemp';
            }
            
        }
        
    }
//}

return { msg: msg, metadata: metadata, msgType: msgType };"
PiezometerRC-V1,Copy of Original Data,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","msg.oriFreq = parseFloat(msg.Freq);
msg.oriTemp = parseFloat(msg.Temp);
if (isNaN(msg.oriFreq)) {
    msg.oriFreq = 'NaN';
}
if (isNaN(msg.oriTemp)) {
    msg.oriTemp = 'NaN';
}
return {msg: msg, metadata: metadata, msgType: msgType};"
PiezometerRC-V1,Is Freq NaN?,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if (msg.Freq === """" || msg.Freq === ""undefined"" || msg.Freq === ""NaN"" || msg.Freq === ""NAN"" || msg.Freq === null) {
    return true;
} else {
    return false;
}"
PiezometerRC-V1,Is Freq NaN?,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if (msg.Freq === """" || msg.Freq === ""undefined"" || msg.Freq === ""NaN"" || msg.Freq === ""NAN"" || msg.Freq === null) {
    return true;
} else {
    return false;
}"
PiezometerRC-V1,Is estado in message?,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría",return msg.hasOwnProperty('estado') && msg.estado === 'borrado';
PiezometerRC-V1,MCA < 0,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var tipo=metadata.deviceType;
if(tipo==""piezometer_equation"" || tipo==""piezometer"" ){
    var mca = parseFloat(msg.MCA);
    if (isFinite(mca) && mca <= 0) 
    {
     msg.ALT = ""Seco"";
    }
}

msg.cota_superficie=metadata.shared_cota_superficie;
msg.nivel_alerta=metadata.shared_nivel_alerta;
msg.nivel_peligro=metadata.shared_nivel_peligro;

return { msg: msg, metadata: metadata, msgType: msgType };"
