rule_chain,node_name,node_type,category,proposed_rules,reason,original_code
PH Tantahuay Alarmas,date,TbJsFilterNode,not_alarm_shaped,,"chequeo de frescura del mensaje (new Date()) -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","var fecha=new Date().getTime()


var horas=(fecha-parseFloat(metadata.ts))/3600000


if(horas<1){
    
    return true
}
else{
    
    return false
}"
PiezometerRC-V1,Is Freq NaN?,TbJsFilterNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if (msg.Freq === """" || msg.Freq === ""undefined"" || msg.Freq === ""NaN"" || msg.Freq === ""NAN"" || msg.Freq === null) {
    return true;
} else {
    return false;
}"
PiezometerRC-V1,Is Freq NaN?,TbJsFilterNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if (msg.Freq === """" || msg.Freq === ""undefined"" || msg.Freq === ""NaN"" || msg.Freq === ""NAN"" || msg.Freq === null) {
    return true;
} else {
    return false;
}"
PiezometerRC-V1,Is estado in message?,TbJsFilterNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe",return msg.hasOwnProperty('estado') && msg.estado === 'borrado';
PiezometerRC-V1,Only Piezo y Celda,TbJsFilterNode,not_alarm_shaped,,"chequeo de existencia (typeof) -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if ((typeof metadata.deviceType !== 'undefined') && ((metadata.deviceType == 'piezometer') || (metadata.deviceType == 'settlement-cell'))) {
    return true;
} else {
    return false;
}"
PiezometerRC-V1,Temp Validation,TbJsFilterNode,not_alarm_shaped,,"comparación contra literal de texto, no numérica -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if (msg.oriTemp == 'NaN') {
    return false;
} else {
    return true;
}"
PiezometerRC-V1,Tipo de dispositivo,TbJsSwitchNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","var tipo=metadata.deviceType

if(tipo==""piezometer_equation""){
    return ['piezometro'];
}
if(tipo==""piezometer""){
    return ['piezometro'];
}"
PiezometerRC-V2,Battery Validation,TbJsFilterNode,simple_threshold,BattNode gt 0 -> severity_sugerida=? (etiqueta legado: true),,"if (typeof msg.BattNode !== 'undefined') {
    return msg.BattNode > 0;
} else {
    return true;
}"
PiezometerRC-V2,Filter Equation,TbJsSwitchNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if (msgType === 'POST_TELEMETRY_REQUEST') {
    if (metadata.shared_equation == 'linear') {
        return ['linear'];
    }else if (metadata.shared_equation == 'linear_GF') {
        return ['linear_GF'];
    }else if (metadata.shared_equation == 'linear_a') {
        return ['linear_a'];
    } else if (metadata.shared_equation == 'linear_b') {
        return ['linear_b'];
    } else if (metadata.shared_equation == 'linear_c') {
        return ['linear_c'];
    } else if (metadata.shared_equation == 'linear_c1') {
        return ['linear_c1'];
    } else if (metadata.shared_equation == 'linear_d') {
        return ['linear_d'];
    } else if (metadata.shared_equation == 'linear_e') {
        return ['linear_e'];
    } else if (metadata.shared_equation == 'linearGeokon') {
        return ['linearGeokon'];
    } else if (metadata.shared_equation == 'linearSoilInstruments') {
        return ['linearSoilInstruments'];
    } else if (metadata.shared_equation == 'linearRSTPsi') {
        return ['linearRSTPsi'];
    } else if (metadata.shared_equation == 'linearGeokonPsi') {
        return ['linearGeokonPsi'];
    } else if (metadata.shared_equation == 'polinomial_a' || metadata.shared_equation == 'polynomial_a') {
        return ['polinomial_a'];
    } else if (metadata.shared_equation == 'polinomial_a1') {
        return ['polinomial_a1'];
    } else if (metadata.shared_equation == 'polinomial_a2') {
        return ['polinomial_a2'];
    } else if (metadata.shared_equation == 'polinomial_comp') {
        return ['polinomial_comp'];
    } else if (metadata.shared_equation == 'polinomial_casagrande') {
        return ['polinomial_casagrande'];
    } else if (metadata.shared_equation == 'polinomial_casagrande_rst') {
        return ['polinomial_casagrande_rst'];
    } else if (metadata.shared_equation == 'polynomialB') {
        return ['polynomialB'];
    } else if (metadata.shared_equation == 'polynomialGeokon') {
        return ['polynomialGeokon'];
    } else if (metadata.shared_equation == 'polynomialRST') {
        return ['polynomialRST'];
    } else if (metadata.shared_equation == 'polynomialSlope') {
        return ['polynomialSlope'];
    } else if (metadata.shared_equation == 'linear_psi_geokon') {
        return ['linear_psi_geokon'];
    } else {
        return ['default'];
    }
}"
PiezometerRC-V2,Freq and Temp Validation,TbJsFilterNode,not_alarm_shaped,,"comparación contra literal de texto, no numérica -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if (msg.Freq == 'NaN' || msg.oriFreq== ""NaN"" || msg.Temp== ""NaN"" || msg.oriTemp== ""NaN"") {
    return false;
} else {
    return true;
}"
PiezometerRC-V2,Is estado in message?,TbJsFilterNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe",return msg.hasOwnProperty('estado') && msg.estado === 'borrado';
PrismB3,Script,TbJsFilterNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe",return true;
PrismB3,Valida email existe,TbJsFilterNode,not_alarm_shaped,,"chequeo de existencia (typeof) -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if ((typeof metadata.ss_alert_email == 'undefined') || (typeof metadata.ss_alert_phone == 'undefined')){
    
    return false
}
else{
    
     if(msg.tipo_alerta_actual==msg.tipo_alerta_anterior){
        
        return false
    }
    else{
        
        return true
    }
}"
PrismRC,Script,TbJsFilterNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe",return true;
PrismRC,Valida email existe,TbJsFilterNode,not_alarm_shaped,,"chequeo de existencia (typeof) -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if ((typeof metadata.ss_alert_email == 'undefined') || (typeof metadata.ss_alert_phone == 'undefined')){
    
    return false
}
else{
    
     if(msg.tipo_alerta_actual==msg.tipo_alerta_anterior){
        
        return false
    }
    else{
        
        return true
    }
}"
Prismas,Validator,TbJsSwitchNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if (msgType === 'POST_TELEMETRY_REQUEST') {
    if (msg.hasOwnProperty('este_anterior') || msg.hasOwnProperty('norte_anterior') || msg.hasOwnProperty('elevacion_anterior')) {
        return ['automatizado'];
    } else {
        return['manual'];
    }
}"
Prueba,Filtro Rango Freq,TbJsFilterNode,multi_threshold_chain,Freq lt 20000 -> severity_sugerida=? (etiqueta legado: false) | Freq gt 100 -> severity_sugerida=? (etiqueta legado: true),,"//msg.empresa=metadata.deviceName.substr(0,2);

if(msg.Freq<20000 && msg.Freq>100){
    return false
}
else{
    return true
}"
Prueba,Tipo de Ecuacion,TbJsSwitchNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","function nextRelation(metadata, msg) {
    return ['one','nine'];
}
if(msgType === 'POST_TELEMETRY_REQUEST') {
    
    if(metadata.shared_equation==""linear_a""){
        return ['linear_a'];
    }
    if(metadata.shared_equation==""linear_b""){
        return ['linear_b'];
    }
    if(metadata.shared_equation==""polinomial_a""){
        return ['polinomial_a'];
    }
    if(metadata.shared_equation==""polinomial_a1""){
        return ['polinomial_a1'];
    }
    if(metadata.shared_equation==""polinomial_a2""){
        return ['polinomial_a2'];
    }
    if(metadata.shared_equation==""polinomial_comp""){
        return ['polinomial_comp'];
    }
    
}
return nextRelation(metadata, msg);"
Root Migration,Switch device type,TbJsSwitchNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","function nextRelation(metadata, msg) {
    if (msgType === 'POST_TELEMETRY_REQUEST') {
        var relation = ['other'];
        switch (metadata.deviceType) {
            case 'piezometer':
            case 'settlement-cell':
            case 'big_house':
                relation = ['piezometer_and_settlement_cell_v1'];
                break;
            case 'piezometer_equation':
                relation = ['piezometer_and_settlement_cell_v2'];
                break;
            case 'casagrande':
            case 'piez_level':
                relation = ['casagrande'];
                break;
            case 'SettlementCellDP':
                relation = ['settlement_cell_only'];
                break;
            case 'accelerograph':
                relation = ['accelerograph'];
                break;
            case 'weatherstation':
            case 'pluviometer':
                relation = ['weatherstation_and_pluviometer'];
                break;
            case 'hydrometric':
                relation = ['hydrometric'];
                break;
            case 'extensometer':
                relation = ['extensometer'];
                break;
            case 'tiltmeter':
                relation = ['tiltmeter'];
                break;
            case 'inplace':
                relation = ['tiltmeter_inplace'];
                break;
            case 'inclinacion':
                relation = ['inclinacion'];
                break;
            case 'prisma':
                relation = ['prism_v2'];
                break;
            case 'tilmiter_boro':
                relation = ['tilmiter_boro'];
                break;
            case 'prism':
                relation = ['prism_v1'];
                if (msg.dispositivo === 'B3') {
                    relation = ['prism_v1_b3'];
                }
                break;
            case 'boya':
                relation = ['boya'];
                break;
            case 'level':
                relation = ['level'];
                break;
            case 'ph':
                relation = ['ph'];
                break;
            case 'ManualLogger':
                relation = ['manual_logger'];
                break;
            case 'asentamiento':
                relation = ['asentamiento'];
                break;
            case 'test':
                relation = ['test'];
                break;
            case 'celdas_cuajone':
                relation = ['celdas_cuajone'];
                break;
            default:
                break;
        }
        return relation;
    }
}
return nextRelation(metadata, msg);"
SettlementCellRC,Battery Validation,TbJsFilterNode,simple_threshold,BattNode gt 0 -> severity_sugerida=? (etiqueta legado: true),,"if (typeof msg.BattNode !== 'undefined') {
    return msg.BattNode > 0;
} else {
    return true;
}"
SettlementCellRC,Filter Equation,TbJsSwitchNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if (msgType === 'POST_TELEMETRY_REQUEST') {
    if (metadata.shared_equation == 'linear') {
        return ['linear'];
    } else if (metadata.shared_equation == 'linear_a') {
        return ['linear_a'];
    } else if (metadata.shared_equation == 'linear_b') {
        return ['linear_b'];
    } else if (metadata.shared_equation == 'linear_c') {
        return ['linear_c'];
    } else if (metadata.shared_equation == 'linear_c1') {
        return ['linear_c1'];
    } else if (metadata.shared_equation == 'linear_d') {
        return ['linear_d'];
    } else if (metadata.shared_equation == 'linear_e') {
        return ['linear_e'];
    } else if (metadata.shared_equation == 'linearRST') {
        return ['linearRST'];
    } else if (metadata.shared_equation == 'linearRSTCJ') {
        return ['linearRSTCJ'];
    } else if (metadata.shared_equation == 'linearSoilInstruments') {
        return ['linearSoilInstruments'];
    } else if (metadata.shared_equation == 'polinomial_a') {
        return ['polinomial_a'];
    } else if (metadata.shared_equation == 'polinomial_a1') {
        return ['polinomial_a1'];
    } else if (metadata.shared_equation == 'polinomial_a2') {
        return ['polinomial_a2'];
    } else if (metadata.shared_equation == 'polynomial_a3') {
        return ['polynomial_a3'];
    } else if (metadata.shared_equation == 'polynomial_a4') {
        return ['polynomial_a4'];
    } else if (metadata.shared_equation == 'polynomial_a5') {
        return ['polynomial_a5'];
    } else if (metadata.shared_equation == 'polinomial_comp') {
        return ['polinomial_comp'];
    } 
      else if (metadata.shared_equation == 'linear_a_prueba') {
        return ['linear_a_prueba'];
    }
    else {
        return ['default'];
    }
}"
SettlementCellRC,Freq Validation,TbJsFilterNode,not_alarm_shaped,,"comparación contra literal de texto, no numérica -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if (msg.Freq == 'NaN' || msg.oriFreq== ""NaN"") {
    return false;
} else {
    return true;
}"
SettlementCellRC,Is AsentamientoPromDiario in message?,TbJsFilterNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe",return msg.hasOwnProperty('AsentamientoPromDiario');
TiltmeterInPlaceRC,Verificar temperatura,TbJsFilterNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","var temp = parseFloat(msg.Temp);
if (temp >= 200) {
    return false;
} else {
    return true;
}"
Velocidad Inversa Celdas,Eq,TbJsFilterNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if(metadata.shared_equation == ""linear_a""){
    return true
}
else{
    return false
}"
WeatherstationRC,Filtrar menor a 1 hora,TbJsFilterNode,not_alarm_shaped,,"chequeo de frescura del mensaje (new Date()) -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","var fecha = new Date().getTime();
var horas = (fecha - parseFloat(metadata.ts)) / 3600000;
var criteria = 1;
if (horas < criteria) {
    return true;
} else {
    return false;
}"
WeatherstationRC,Filtro de nombre,TbJsSwitchNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if (metadata.deviceName == 'BR.Estación Meteorológica Huachuacaja') {
    return ['BR.WEATHERSTATION_HUACHUACAJA'];
} 
return 'other'"
WeatherstationRC,Filtro de nombre,TbJsSwitchNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if (metadata.deviceName == 'GF.WEATHERSTATION UT-30') {
    return ['UT-30'];
} else if (metadata.deviceName == 'GF.Nivel_Bomba') {
    return ['bomba'];
}
return 'other'"
WeatherstationRC,Umbral Texto,TbJsFilterNode,not_alarm_shaped,,"no se encontró ninguna comparación numérica msg.<campo> <op> <literal> -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if (metadata.texto == null || metadata.texto == ""Vacio"") {
    return false;
} else {
    return true;
}"
WeatherstationRC,Validar credenciales,TbJsFilterNode,not_alarm_shaped,,"chequeo de existencia (typeof) -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if (typeof metadata.ss_alert_email == 'undefined' || typeof metadata.ss_alert_phone == 'undefined') {
    return false;
} else {
    return true;
}"
[CJ] Accelerograph Alarms,Criterion,TbJsFilterNode,not_alarm_shaped,,"chequeo de frescura del mensaje (new Date()) -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","// Fundamental para evitar bombardeo de correos (pruebas alternas a RC):
var maxch0 = parseFloat(msg.maxch0G);
var maxch1 = parseFloat(msg.maxch1G);
var maxch2 = parseFloat(msg.maxch2G);
var acc = Math.max(maxch0, maxch1, maxch2);
if (!isNaN(acc)) {
    var fecha = new Date().getTime();
    var diff = (fecha - parseFloat(metadata.ts)) / 3600000;
    if (diff > 0 && diff <= 1/12) {
        var alertTitle = (acc > 0.3) ? 'Alto' : (acc >= 0.15) ? 'Medio': 'none';
        if (alertTitle !== 'none') {
            return true;
        }
    }
}
return false;"
[CJ] Extensometer Alarms,Criterion,TbJsFilterNode,not_alarm_shaped,,"chequeo de existencia (typeof); chequeo de frescura del mensaje (new Date()) -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","// Fundamental para evitar bombardeo de correos (pruebas alternas a RC):
var fecha = new Date().getTime();
var diff = (fecha - parseFloat(metadata.ts)) / 3600000;
if (diff > 0 && diff <= 1/12) {
    var location = typeof metadata.shared_location !== 'undefined' ? metadata.shared_location.toLowerCase() : 'none';
    var velocityPerDay = parseFloat(msg.velocityPerDay);
    velocityPerDay = !isNaN(velocityPerDay) ? velocityPerDay : 'none';
    if (velocityPerDay !== 'none') {
        var high = ['dd1-3', 'dd4&5'].indexOf(location) !== -1 ? 7 : (['cuña e-2'].indexOf(location) !== -1 ? 8 : (['d-52'].indexOf(location) !== -1 ? 50 : 'none'));
        var medium = ['dd1-3', 'dd4&5'].indexOf(location) !== -1 ? 4 : (['cuña e-2'].indexOf(location) !== -1 ? 6 : (['d-52'].indexOf(location) !== -1 ? 25 : 'none'));
        var alertTitle = (velocityPerDay > high) ? 'Alto' : (velocityPerDay >= medium) ? 'Medio': 'none';
        if (high !== 'none' && medium !== 'none' && alertTitle !== 'none') {
            return true;
        }
    }
}
return false;"
[CJ] Piezometer Alarms,Criterion,TbJsFilterNode,not_alarm_shaped,,"chequeo de existencia (typeof); chequeo de frescura del mensaje (new Date()) -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","// Fundamental para evitar bombardeo de correos (pruebas alternas a RC):
var location = typeof metadata.shared_location !== 'undefined' ? metadata.shared_location : '';
var ttop = location.toLowerCase() === 'presa torata' ? 3435 : location.toLowerCase() === 'chancador torata' ? 3180 : 'none';
var mmedium = location.toLowerCase() === 'presa torata' ? 3431 : location.toLowerCase() === 'chancador torata' ? 3170 : 'none';
var alt = !isNaN(parseFloat(msg.ALT)) ? parseFloat(msg.ALT) : 'none';
if (ttop !== 'none' && mmedium !== 'none' && alt !== 'none' && alt >= mmedium) {
    var fecha = new Date().getTime();
    var diff = (fecha - parseFloat(metadata.ts)) / 3600000;
    if (diff > 0 && diff <= 6) {
        var alertTitle = (alt > ttop) ? 'Alto' : (alt >= mmedium) ? 'Medio': 'none';
        if (alertTitle !== 'none') {
            return true;
        }
    }
}
return false;"
[CJ] Settlement Cell Alarms,Criterion,TbJsFilterNode,not_alarm_shaped,,"chequeo de frescura del mensaje (new Date()) -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","// Fundamental para evitar bombardeo de correos (pruebas alternas a RC):
var mca = parseFloat(msg.z);
mca = !isNaN(mca) ? mca * 100 : 'none'; // De metros a centímetros.
if (mca !== 'none' && mca >= 2) { // Aplica la revisión de umbrales en centímetros.
    var fecha = new Date().getTime();
    var diff = (fecha - parseFloat(metadata.ts)) / 3600000;
    if (diff > 0 && diff < 1) {
        metadata.alertTitle = (mca > 5) ? 'Alto' : (mca >= 2) ? 'Medio' : 'Sin Alerta';
        return true;
    } else {
        return false;
    }
} else {
    return false;
}"
[CJ] Settlement Cell Alarms,Envia solo la hora actual,TbJsFilterNode,not_alarm_shaped,,"chequeo de frescura del mensaje (new Date()) -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","var fecha=new Date().getTime()
var horas=(fecha-parseFloat(metadata.ts))/3600000

if(horas<1){ return true
}
else{ return false }"
[HU] Piezometer Alarms,Criterion,TbJsFilterNode,not_alarm_shaped,,"chequeo de existencia (typeof); chequeo de frescura del mensaje (new Date()) -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","// Fundamental para evitar bombardeo de correos (pruebas alternas a RC):
var anexos = typeof metadata.shared_anexosV2 === 'string' ? JSON.parse(metadata.shared_anexosV2) : typeof metadata.shared_anexosV2 === 'object' ? metadata.shared_anexosV2 : { '1': '' };
var alt = parseFloat(msg.ALT);
var nac = parseFloat(anexos.anexo5.value);
var nam = parseFloat(anexos.anexo4.value);
alt = !isNaN(alt) ? alt : 'none';
nac = !isNaN(nac) && nac !== 0 ? nac : 'none';
nam = !isNaN(nam) && nam !== 0 ? nam : 'none';
if (alt !== 'none' && nam !== 'none' && nac !== 'none' && alt >= nam) { // Aplica la revisión de umbrales.
    var fecha = new Date().getTime();
    var diff = (fecha - parseFloat(metadata.ts)) / 3600000;
    if (diff > 0 && diff <= 1) {
        metadata.alertTitle = (alt > nac) ? 'Crítico' : (alt >= nam) ? 'Moderado' : '';
        return true;
    } else {
        return false;
    }
} else {
    return false;
}"
[HU] Piezometer Alarms,filtro,TbJsFilterNode,not_alarm_shaped,,"chequeo de frescura del mensaje (new Date()); comparación contra literal de texto, no numérica -- no es un umbral numérico de alarma, fuera de alcance de platform_alarm_rules tal cual existe","if(msg.texto!=""Vacio""){
    var lastTs = metadata.ss_last_alarm_ts ? parseFloat(metadata.ss_last_alarm_ts) : 0;
    var ahora  = new Date().getTime();
    return (ahora - lastTs) >= 86400000; // 24h en ms
}
else{
    return false
}"
