Task Name,Task Description,Folder Name,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Etapa,Release,Depends On,Complejidad,Riesgo,Stream,Avance Objetivo %,Sprint,Mes Calendario,Tipo Metodologia
PoC: Cumplimiento Territorial [Pro] — Entender necesidades y alcance,"MÓDULO DEL MENÚ: Cumplimiento Territorial [Pro]
Grupo: Territorio y cumplimiento GIS

QUÉ HACE (en simple): Cruce de operaciones activas con polígonos oficiales y semáforo de cumplimiento normativo.

ACTIVIDAD DE ESTA TAREA: Qué problema resuelve este módulo, quién lo usa en mina y qué significa tenerlo al 20%.

Referencia técnica (prototipo): MapViewer compliance, TerritorialCompliancePanel, /api/map/compliance-intersections.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-06,2026-04-16,"MAPAS,SEGURIDAD,ARQUITECTURA,GESTION_PROYECTO",3,E0-M16-A,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S6,Abril,Por etapa
PoC: Cumplimiento Territorial [Pro] — Investigar referencias y alternativas,"MÓDULO DEL MENÚ: Cumplimiento Territorial [Pro]
Grupo: Territorio y cumplimiento GIS

QUÉ HACE (en simple): Cruce de operaciones activas con polígonos oficiales y semáforo de cumplimiento normativo.

ACTIVIDAD DE ESTA TAREA: Revisar mercado, ThingsBoard, normativa minera y buenas prácticas similares.

Referencia técnica (prototipo): MapViewer compliance, TerritorialCompliancePanel, /api/map/compliance-intersections.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-06,2026-04-16,"MAPAS,SEGURIDAD,ARQUITECTURA,GESTION_PROYECTO",3,E0-M16-B,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S6,Abril,Por etapa
PoC: Cumplimiento Territorial [Pro] — Entrevistar usuarios y stakeholders,"MÓDULO DEL MENÚ: Cumplimiento Territorial [Pro]
Grupo: Territorio y cumplimiento GIS

QUÉ HACE (en simple): Cruce de operaciones activas con polígonos oficiales y semáforo de cumplimiento normativo.

ACTIVIDAD DE ESTA TAREA: Conversaciones con operaciones, geotecnia, TI, gerencia y mantenimiento.

Referencia técnica (prototipo): MapViewer compliance, TerritorialCompliancePanel, /api/map/compliance-intersections.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-06,2026-04-16,"MAPAS,SEGURIDAD,ARQUITECTURA,GESTION_PROYECTO",3,E0-M16-C,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S6,Abril,Por etapa
PoC: Cumplimiento Territorial [Pro] — Revisar fuentes del prototipo,"MÓDULO DEL MENÚ: Cumplimiento Territorial [Pro]
Grupo: Territorio y cumplimiento GIS

QUÉ HACE (en simple): Cruce de operaciones activas con polígonos oficiales y semáforo de cumplimiento normativo.

ACTIVIDAD DE ESTA TAREA: Código fuente, APIs, pantallas reales, documentación y datos de prueba existentes.

Referencia técnica (prototipo): MapViewer compliance, TerritorialCompliancePanel, /api/map/compliance-intersections.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-06,2026-04-16,"MAPAS,SEGURIDAD,ARQUITECTURA,GESTION_PROYECTO",3,E0-M16-D,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S6,Abril,Por etapa
PoC: Cumplimiento Territorial [Pro] — Ejecutar pruebas en el prototipo,"MÓDULO DEL MENÚ: Cumplimiento Territorial [Pro]
Grupo: Territorio y cumplimiento GIS

QUÉ HACE (en simple): Cruce de operaciones activas con polígonos oficiales y semáforo de cumplimiento normativo.

ACTIVIDAD DE ESTA TAREA: Navegar el módulo en la app, registrar bugs, medir tiempos y validar flujos clave.

Referencia técnica (prototipo): MapViewer compliance, TerritorialCompliancePanel, /api/map/compliance-intersections.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-06,2026-04-16,"MAPAS,SEGURIDAD,ARQUITECTURA,GESTION_PROYECTO",3,E0-M16-E,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S6,Abril,Por etapa
PoC: Cumplimiento Territorial [Pro] — Retroalimentación y cierre al 20%,"MÓDULO DEL MENÚ: Cumplimiento Territorial [Pro]
Grupo: Territorio y cumplimiento GIS

QUÉ HACE (en simple): Cruce de operaciones activas con polígonos oficiales y semáforo de cumplimiento normativo.

ACTIVIDAD DE ESTA TAREA: Acta PoC, lecciones aprendidas, lista de mejoras para Etapa 1 y confirmación 20% avance.

Referencia técnica (prototipo): MapViewer compliance, TerritorialCompliancePanel, /api/map/compliance-intersections.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-06,2026-04-16,"MAPAS,SEGURIDAD,ARQUITECTURA,GESTION_PROYECTO",3,E0-M16-F,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S6,Abril,Por etapa
PoC: Motor de Fórmula (control de fórmulas) — Entender necesidades y alcance,"MÓDULO DEL MENÚ: Motor de Fórmula (control de fórmulas)
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Calculadora minera embebida: ejecutar fórmulas técnicas y validar reglas de cálculo.

ACTIVIDAD DE ESTA TAREA: Qué problema resuelve este módulo, quién lo usa en mina y qué significa tenerlo al 20%.

Referencia técnica (prototipo): FormulaEngineEmbed (/formula/index.html), FormulaAnalysisModal en ReportStudio.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-06,2026-04-16,"EDITOR_INFORMES,DATOS,ARQUITECTURA,GESTION_PROYECTO",3,E0-M17-A,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S6,Abril,Por etapa
PoC: Motor de Fórmula (control de fórmulas) — Investigar referencias y alternativas,"MÓDULO DEL MENÚ: Motor de Fórmula (control de fórmulas)
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Calculadora minera embebida: ejecutar fórmulas técnicas y validar reglas de cálculo.

ACTIVIDAD DE ESTA TAREA: Revisar mercado, ThingsBoard, normativa minera y buenas prácticas similares.

Referencia técnica (prototipo): FormulaEngineEmbed (/formula/index.html), FormulaAnalysisModal en ReportStudio.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-06,2026-04-16,"EDITOR_INFORMES,DATOS,ARQUITECTURA,GESTION_PROYECTO",3,E0-M17-B,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S6,Abril,Por etapa
PoC: Motor de Fórmula (control de fórmulas) — Entrevistar usuarios y stakeholders,"MÓDULO DEL MENÚ: Motor de Fórmula (control de fórmulas)
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Calculadora minera embebida: ejecutar fórmulas técnicas y validar reglas de cálculo.

ACTIVIDAD DE ESTA TAREA: Conversaciones con operaciones, geotecnia, TI, gerencia y mantenimiento.

Referencia técnica (prototipo): FormulaEngineEmbed (/formula/index.html), FormulaAnalysisModal en ReportStudio.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-06,2026-04-16,"EDITOR_INFORMES,DATOS,ARQUITECTURA,GESTION_PROYECTO",3,E0-M17-C,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S6,Abril,Por etapa
PoC: Motor de Fórmula (control de fórmulas) — Revisar fuentes del prototipo,"MÓDULO DEL MENÚ: Motor de Fórmula (control de fórmulas)
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Calculadora minera embebida: ejecutar fórmulas técnicas y validar reglas de cálculo.

ACTIVIDAD DE ESTA TAREA: Código fuente, APIs, pantallas reales, documentación y datos de prueba existentes.

Referencia técnica (prototipo): FormulaEngineEmbed (/formula/index.html), FormulaAnalysisModal en ReportStudio.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-06,2026-04-16,"EDITOR_INFORMES,DATOS,ARQUITECTURA,GESTION_PROYECTO",3,E0-M17-D,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S6,Abril,Por etapa
PoC: Motor de Fórmula (control de fórmulas) — Ejecutar pruebas en el prototipo,"MÓDULO DEL MENÚ: Motor de Fórmula (control de fórmulas)
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Calculadora minera embebida: ejecutar fórmulas técnicas y validar reglas de cálculo.

ACTIVIDAD DE ESTA TAREA: Navegar el módulo en la app, registrar bugs, medir tiempos y validar flujos clave.

Referencia técnica (prototipo): FormulaEngineEmbed (/formula/index.html), FormulaAnalysisModal en ReportStudio.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-06,2026-04-16,"EDITOR_INFORMES,DATOS,ARQUITECTURA,GESTION_PROYECTO",3,E0-M17-E,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S6,Abril,Por etapa
PoC: Motor de Fórmula (control de fórmulas) — Retroalimentación y cierre al 20%,"MÓDULO DEL MENÚ: Motor de Fórmula (control de fórmulas)
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Calculadora minera embebida: ejecutar fórmulas técnicas y validar reglas de cálculo.

ACTIVIDAD DE ESTA TAREA: Acta PoC, lecciones aprendidas, lista de mejoras para Etapa 1 y confirmación 20% avance.

Referencia técnica (prototipo): FormulaEngineEmbed (/formula/index.html), FormulaAnalysisModal en ReportStudio.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-06,2026-04-16,"EDITOR_INFORMES,DATOS,ARQUITECTURA,GESTION_PROYECTO",3,E0-M17-F,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S6,Abril,Por etapa
PoC: Redactor Técnico — Entender necesidades y alcance,"MÓDULO DEL MENÚ: Redactor Técnico
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Editor de texto enriquecido para borradores rápidos de novedades y reportes de turno.

ACTIVIDAD DE ESTA TAREA: Qué problema resuelve este módulo, quién lo usa en mina y qué significa tenerlo al 20%.

Referencia técnica (prototipo): RichTextEditor (TipTap), reportes operativos sin plantilla corporativa.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-06,2026-04-16,"EDITOR_INFORMES,ARQUITECTURA,GESTION_PROYECTO",3,E0-M18-A,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S6,Abril,Por etapa
PoC: Redactor Técnico — Investigar referencias y alternativas,"MÓDULO DEL MENÚ: Redactor Técnico
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Editor de texto enriquecido para borradores rápidos de novedades y reportes de turno.

ACTIVIDAD DE ESTA TAREA: Revisar mercado, ThingsBoard, normativa minera y buenas prácticas similares.

Referencia técnica (prototipo): RichTextEditor (TipTap), reportes operativos sin plantilla corporativa.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"EDITOR_INFORMES,ARQUITECTURA,GESTION_PROYECTO",3,E0-M18-B,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Redactor Técnico — Entrevistar usuarios y stakeholders,"MÓDULO DEL MENÚ: Redactor Técnico
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Editor de texto enriquecido para borradores rápidos de novedades y reportes de turno.

ACTIVIDAD DE ESTA TAREA: Conversaciones con operaciones, geotecnia, TI, gerencia y mantenimiento.

Referencia técnica (prototipo): RichTextEditor (TipTap), reportes operativos sin plantilla corporativa.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"EDITOR_INFORMES,ARQUITECTURA,GESTION_PROYECTO",3,E0-M18-C,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Redactor Técnico — Revisar fuentes del prototipo,"MÓDULO DEL MENÚ: Redactor Técnico
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Editor de texto enriquecido para borradores rápidos de novedades y reportes de turno.

ACTIVIDAD DE ESTA TAREA: Código fuente, APIs, pantallas reales, documentación y datos de prueba existentes.

Referencia técnica (prototipo): RichTextEditor (TipTap), reportes operativos sin plantilla corporativa.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"EDITOR_INFORMES,ARQUITECTURA,GESTION_PROYECTO",3,E0-M18-D,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Redactor Técnico — Ejecutar pruebas en el prototipo,"MÓDULO DEL MENÚ: Redactor Técnico
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Editor de texto enriquecido para borradores rápidos de novedades y reportes de turno.

ACTIVIDAD DE ESTA TAREA: Navegar el módulo en la app, registrar bugs, medir tiempos y validar flujos clave.

Referencia técnica (prototipo): RichTextEditor (TipTap), reportes operativos sin plantilla corporativa.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"EDITOR_INFORMES,ARQUITECTURA,GESTION_PROYECTO",3,E0-M18-E,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Redactor Técnico — Retroalimentación y cierre al 20%,"MÓDULO DEL MENÚ: Redactor Técnico
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Editor de texto enriquecido para borradores rápidos de novedades y reportes de turno.

ACTIVIDAD DE ESTA TAREA: Acta PoC, lecciones aprendidas, lista de mejoras para Etapa 1 y confirmación 20% avance.

Referencia técnica (prototipo): RichTextEditor (TipTap), reportes operativos sin plantilla corporativa.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"EDITOR_INFORMES,ARQUITECTURA,GESTION_PROYECTO",3,E0-M18-F,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Informe Técnico [Beta] — Entender necesidades y alcance,"MÓDULO DEL MENÚ: Informe Técnico [Beta]
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Prototipo del editor avanzado de informes: páginas, bloques, exportación básica.

ACTIVIDAD DE ESTA TAREA: Qué problema resuelve este módulo, quién lo usa en mina y qué significa tenerlo al 20%.

Referencia técnica (prototipo): ReportStudioV2: biblioteca bloques, ribbon, workflow demo, export PDF/DOCX parcial.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"EDITOR_INFORMES,EXPORTACION,ARQUITECTURA,GESTION_PROYECTO",3,E0-M19-A,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Informe Técnico [Beta] — Investigar referencias y alternativas,"MÓDULO DEL MENÚ: Informe Técnico [Beta]
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Prototipo del editor avanzado de informes: páginas, bloques, exportación básica.

ACTIVIDAD DE ESTA TAREA: Revisar mercado, ThingsBoard, normativa minera y buenas prácticas similares.

Referencia técnica (prototipo): ReportStudioV2: biblioteca bloques, ribbon, workflow demo, export PDF/DOCX parcial.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"EDITOR_INFORMES,EXPORTACION,ARQUITECTURA,GESTION_PROYECTO",3,E0-M19-B,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Informe Técnico [Beta] — Entrevistar usuarios y stakeholders,"MÓDULO DEL MENÚ: Informe Técnico [Beta]
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Prototipo del editor avanzado de informes: páginas, bloques, exportación básica.

ACTIVIDAD DE ESTA TAREA: Conversaciones con operaciones, geotecnia, TI, gerencia y mantenimiento.

Referencia técnica (prototipo): ReportStudioV2: biblioteca bloques, ribbon, workflow demo, export PDF/DOCX parcial.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"EDITOR_INFORMES,EXPORTACION,ARQUITECTURA,GESTION_PROYECTO",3,E0-M19-C,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Informe Técnico [Beta] — Revisar fuentes del prototipo,"MÓDULO DEL MENÚ: Informe Técnico [Beta]
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Prototipo del editor avanzado de informes: páginas, bloques, exportación básica.

ACTIVIDAD DE ESTA TAREA: Código fuente, APIs, pantallas reales, documentación y datos de prueba existentes.

Referencia técnica (prototipo): ReportStudioV2: biblioteca bloques, ribbon, workflow demo, export PDF/DOCX parcial.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"EDITOR_INFORMES,EXPORTACION,ARQUITECTURA,GESTION_PROYECTO",3,E0-M19-D,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Informe Técnico [Beta] — Ejecutar pruebas en el prototipo,"MÓDULO DEL MENÚ: Informe Técnico [Beta]
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Prototipo del editor avanzado de informes: páginas, bloques, exportación básica.

ACTIVIDAD DE ESTA TAREA: Navegar el módulo en la app, registrar bugs, medir tiempos y validar flujos clave.

Referencia técnica (prototipo): ReportStudioV2: biblioteca bloques, ribbon, workflow demo, export PDF/DOCX parcial.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"EDITOR_INFORMES,EXPORTACION,ARQUITECTURA,GESTION_PROYECTO",3,E0-M19-E,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Informe Técnico [Beta] — Retroalimentación y cierre al 20%,"MÓDULO DEL MENÚ: Informe Técnico [Beta]
Grupo: Ingeniería y reportabilidad

QUÉ HACE (en simple): Prototipo del editor avanzado de informes: páginas, bloques, exportación básica.

ACTIVIDAD DE ESTA TAREA: Acta PoC, lecciones aprendidas, lista de mejoras para Etapa 1 y confirmación 20% avance.

Referencia técnica (prototipo): ReportStudioV2: biblioteca bloques, ribbon, workflow demo, export PDF/DOCX parcial.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"EDITOR_INFORMES,EXPORTACION,ARQUITECTURA,GESTION_PROYECTO",3,E0-M19-F,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Contexto minero y barra regional — Entender necesidades y alcance,"MÓDULO DEL MENÚ: Contexto minero y barra regional
Grupo: Plataforma

QUÉ HACE (en simple): Selector de mina/unidad/país visible en toda la plataforma para multi-sede.

ACTIVIDAD DE ESTA TAREA: Qué problema resuelve este módulo, quién lo usa en mina y qué significa tenerlo al 20%.

Referencia técnica (prototipo): PlatformRegionBar, contexto tenant, idioma y navegación por chips de menú.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"ARQUITECTURA,EXPERIENCIA_USUARIO,ARQUITECTURA,GESTION_PROYECTO",3,E0-M20-A,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Contexto minero y barra regional — Investigar referencias y alternativas,"MÓDULO DEL MENÚ: Contexto minero y barra regional
Grupo: Plataforma

QUÉ HACE (en simple): Selector de mina/unidad/país visible en toda la plataforma para multi-sede.

ACTIVIDAD DE ESTA TAREA: Revisar mercado, ThingsBoard, normativa minera y buenas prácticas similares.

Referencia técnica (prototipo): PlatformRegionBar, contexto tenant, idioma y navegación por chips de menú.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"ARQUITECTURA,EXPERIENCIA_USUARIO,ARQUITECTURA,GESTION_PROYECTO",3,E0-M20-B,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Contexto minero y barra regional — Entrevistar usuarios y stakeholders,"MÓDULO DEL MENÚ: Contexto minero y barra regional
Grupo: Plataforma

QUÉ HACE (en simple): Selector de mina/unidad/país visible en toda la plataforma para multi-sede.

ACTIVIDAD DE ESTA TAREA: Conversaciones con operaciones, geotecnia, TI, gerencia y mantenimiento.

Referencia técnica (prototipo): PlatformRegionBar, contexto tenant, idioma y navegación por chips de menú.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"ARQUITECTURA,EXPERIENCIA_USUARIO,ARQUITECTURA,GESTION_PROYECTO",3,E0-M20-C,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Contexto minero y barra regional — Revisar fuentes del prototipo,"MÓDULO DEL MENÚ: Contexto minero y barra regional
Grupo: Plataforma

QUÉ HACE (en simple): Selector de mina/unidad/país visible en toda la plataforma para multi-sede.

ACTIVIDAD DE ESTA TAREA: Código fuente, APIs, pantallas reales, documentación y datos de prueba existentes.

Referencia técnica (prototipo): PlatformRegionBar, contexto tenant, idioma y navegación por chips de menú.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"ARQUITECTURA,EXPERIENCIA_USUARIO,ARQUITECTURA,GESTION_PROYECTO",3,E0-M20-D,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
PoC: Contexto minero y barra regional — Ejecutar pruebas en el prototipo,"MÓDULO DEL MENÚ: Contexto minero y barra regional
Grupo: Plataforma

QUÉ HACE (en simple): Selector de mina/unidad/país visible en toda la plataforma para multi-sede.

ACTIVIDAD DE ESTA TAREA: Navegar el módulo en la app, registrar bugs, medir tiempos y validar flujos clave.

Referencia técnica (prototipo): PlatformRegionBar, contexto tenant, idioma y navegación por chips de menú.

ENTREGABLE: evidencia documentada con avance objetivo 20% del módulo.
Periodo: marzo–abril 2026 | Responsable: ARQ (arquitecto / PMO).",Etapa 0 - Pruebas de concepto,E0_MARZO_ABRIL_PoC,Backlog,High,2026-04-13,2026-04-23,"ARQUITECTURA,EXPERIENCIA_USUARIO,ARQUITECTURA,GESTION_PROYECTO",3,E0-M20-E,ARQ-Arquitecto TI / PMO,Etapa 0,E0,,Media,Medio,Arquitectura,20,S7,Abril,Por etapa
